filename,source,category,vistype,title location,attr: data-ink ratio,attr: # distinct colors,attr: black&white,attr: visual density,attr: human recognizable object,attr: human depiction,data redundancy,message redundancy,illegible,mem: at-a-glance HR (%),mem: prolonged HR (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7405_22_f1.png,Nature,S,Diagrams,none,2,2,n,2,n,n,0,0,0,53.57,70.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7405_6_f4.png,Nature,S,Lines,none,1,2,n,2,n,n,0,0,0,42.17,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7405_7_f1.png,Nature,S,Lines,none,3,3,n,2,n,n,0,0,0,39.36,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7406_13_f2.png,Nature,S,Points,none,2,3,n,3,y,n,0,1,0,47.87,88.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7406_13_f5.png,Nature,S,Diagrams,none,2,3,n,2,y,n,0,0,0,55.68,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7407_15_f3.png,Nature,S,Table,none,2,1,n,2,n,n,0,0,0,52.44,76.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7407_22_f2.png,Nature,S,Diagrams,none,1,2,n,1,n,n,0,0,0,74.73,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7407_22_f4.png,Nature,S,Diagrams,none,1,2,n,1,n,n,0,0,0,66.67,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v487_n7408_15_f3.png,Nature,S,Bars,none,3,1,y,1,n,n,0,0,0,58.51,57.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7410_13_f4.png,Nature,S,Diagrams,none,1,1,n,1,y,n,0,0,0,91.86,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7410_15_f3.png,Nature,S,Trees and Networks,none,2,3,n,2,n,n,0,0,0,33.33,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7411_6_f4.png,Nature,S,Lines,none,2,2,n,2,n,n,0,0,0,38.82,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7411_9_f1.png,Nature,S,Maps,none,3,3,n,1,y,n,0,0,0,71.91,93.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_1_f3.png,Nature,S,Points,none,1,1,y,1,n,n,0,0,0,39.53,71.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_1_f4.png,Nature,S,Lines,none,1,1,y,1,n,n,0,0,0,36.26,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_4_f1.png,Nature,S,Diagrams,none,2,2,n,2,n,n,0,0,0,40.23,88.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_7_f1.png,Nature,S,Diagrams,none,2,3,n,1,n,n,0,0,0,57.95,82.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_8_f1.png,Nature,S,Maps,none,2,2,n,3,y,n,0,0,0,33.72,52.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7412_9_f1.png,Nature,S,Maps,Key (top-right),3,2,n,3,y,n,0,0,0,42.17,73.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v488_n7413_3_f2.png,Nature,S,Lines,none,3,3,n,3,n,n,0,0,0,58.62,93.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7414_20_f1.png,Nature,S,Diagrams,none,2,2,n,2,y,n,0,0,0,47.19,86.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7414_25_f2.png,Nature,S,Lines,none,2,2,n,1,n,n,0,0,0,36.56,68.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7415_12_f5.png,Nature,S,Bars,none,2,2,n,2,n,n,0,0,0,40.48,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7415_7_f2.png,Nature,S,Diagrams,none,1,1,n,2,n,n,0,0,0,60,88.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_15_f2.png,Nature,S,Points,none,1,1,y,1,n,n,0,0,0,70.93,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_19_f3.png,Nature,S,Table,none,1,1,y,2,n,n,0,0,1,41.76,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_3_f4.png,Nature,S,Grid / Matrix,Top(low)-right,3,3,n,2,n,n,0,0,0,64.04,84.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_4_f6.png,Nature,S,Diagrams,none,1,2,n,1,n,n,0,0,0,77.65,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_12_f1.png,Nature,S,Points,none,3,3,n,2,n,n,0,0,0,54.65,63.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_14_f2.png,Nature,S,Trees and Networks,none,1,1,y,1,n,n,0,0,0,54.65,85.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_1_f2.png,Nature,S,Bars,none,2,3,n,2,y,y,0,1,0,26.44,94.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_6_f3.png,Nature,S,Points,none,1,2,n,2,n,n,0,0,0,56.63,94.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_11_f1.png,Nature,S,Maps,none,3,3,n,3,y,n,0,0,0,56.47,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_20_f3.png,Nature,S,Table,none,1,1,y,1,n,n,0,0,1,46.74,89.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_2_f1.png,Nature,S,Diagrams,none,2,1,n,1,n,n,0,0,0,62.92,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_2_f2.png,Nature,S,Diagrams,none,2,2,n,1,n,n,0,0,0,45.12,70.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_7_f4.png,Nature,S,Diagrams,none,3,3,n,1,n,n,0,0,0,75.61,88.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
