filename,source,category,vistype,title location,attr: data-ink ratio,attr: # distinct colors,attr: black&white,attr: visual density,attr: human recognizable object,attr: human depiction,mem: at-a-glance HR (%),mem: at-a-glance FAR (%),mem: prolonged HR (%),data redundancy,message redundancy,illegible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7414_20_f1.png,Nature,S,Diagrams,none,2,2,n,2,y,n,47.19,1.01,86.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7414_25_f2.png,Nature,S,Lines,none,2,2,n,1,n,n,36.56,12.87,68.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7415_12_f5.png,Nature,S,Bars,none,2,2,n,2,n,n,40.48,2.13,81.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7415_7_f2.png,Nature,S,Diagrams,none,1,1,n,2,n,n,60,17.53,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_15_f2.png,Nature,S,Points,none,1,1,y,1,n,n,70.93,12.24,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_19_f3.png,Nature,S,Table,none,1,1,y,2,n,n,41.76,22.92,81.25,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_3_f4.png,Nature,S,Grid / Matrix,Top(low)-right,3,3,n,2,n,n,64.04,5.1,84.21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v489_n7416_4_f6.png,Nature,S,Diagrams,none,1,2,n,1,n,n,77.65,1,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_12_f1.png,Nature,S,Points,none,3,3,n,2,n,n,54.65,18.18,63.16,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_14_f2.png,Nature,S,Trees and Networks,none,1,1,y,1,n,n,54.65,2.94,85.71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_1_f2.png,Nature,S,Bars,none,2,3,n,2,y,y,26.44,4.08,94.74,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7418_6_f3.png,Nature,S,Points,none,1,2,n,2,n,n,56.63,24.74,94.44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_11_f1.png,Nature,S,Maps,none,3,3,n,3,y,n,56.47,3.19,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_20_f3.png,Nature,S,Table,none,1,1,y,1,n,n,46.74,17.43,89.47,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_2_f1.png,Nature,S,Diagrams,none,2,1,n,1,n,n,62.92,19.8,87.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_2_f2.png,Nature,S,Diagrams,none,2,2,n,1,n,n,45.12,9.28,70.59,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7419_7_f4.png,Nature,S,Diagrams,none,3,3,n,1,n,n,75.61,3.16,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7420_13_f4.png,Nature,S,Lines,none,2,2,n,2,n,n,49.41,19,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v490_n7420_23_f5.png,Nature,S,Diagrams,none,2,3,n,1,n,n,66.67,1.03,93.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis109.png,Visual.ly,I,Diagrams,Top-left,2,1,n,2,n,n,61.36,2,81.25,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis230.png,Visual.ly,I,Bars,none,3,3,n,2,y,n,51.76,7.07,87.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis250.png,Visual.ly,I,Bars,Top-left,1,2,n,2,y,y,85.71,10.2,94.44,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis278.png,Visual.ly,I,Maps,Top-right,1,2,n,1,y,n,54.02,3.19,94.74,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis286.png,Visual.ly,I,Maps,Bottom-center(right),3,1,y,1,y,n,65.12,2.15,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis288.png,Visual.ly,I,Diagrams,Top-right,3,3,n,3,y,y,66.28,7.84,76.47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis328.png,Visual.ly,I,Diagrams,Top-left,3,3,n,3,y,y,67.78,6.8,93.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis386.png,Visual.ly,I,Diagrams,Top-left,2,3,n,3,y,y,76.67,6.12,81.25,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis399.png,Visual.ly,I,Trees and Networks,Bottom(higher)-left,1,3,n,1,n,n,76.04,8.65,100,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis409.png,Visual.ly,I,Circles,Top,3,3,n,3,y,n,56.25,7.37,93.33,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis416.png,Visual.ly,I,Table,Top,3,2,n,3,y,y,79.07,0.99,94.44,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis417.png,Visual.ly,I,Diagrams,Top-(off)right,2,3,n,2,y,n,57.32,5.43,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis428.png,Visual.ly,I,Table,Top (lower),2,2,n,2,y,n,53.66,6.93,95,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis499.png,Visual.ly,I,Table,Top-left,3,3,n,3,y,y,70.73,7.45,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis512.png,Visual.ly,I,Table,Top-center,2,2,n,3,y,y,74.19,4.04,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis564.png,Visual.ly,I,Area,Top-left,2,2,n,2,y,y,56.47,13.13,94.12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis586.png,Visual.ly,I,Lines,Top-left,2,2,n,2,y,n,47.31,1.98,95,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis618.png,Visual.ly,I,Maps,Top-center,1,2,n,1,y,n,63.95,9.8,89.47,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis625.png,Visual.ly,I,Circles,Top,3,1,n,1,y,y,85.19,15.62,93.33,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis630.png,Visual.ly,I,Area,none,3,2,n,2,y,y,48.91,2,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis652.png,Visual.ly,I,Bars,Top-left,3,2,n,2,y,y,57.61,0,91.67,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis67.png,Visual.ly,I,Trees and Networks,none,3,2,n,2,y,n,77.01,2.11,94.74,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis673.png,Visual.ly,I,Trees and Networks,Top-center,1,3,n,2,n,n,61.36,16.33,88.89,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis678.png,Visual.ly,I,Bars,Top-left,3,2,n,3,y,y,61.36,0,94.12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis684.png,Visual.ly,I,Area,none,2,1,y,1,n,n,77.11,2.13,87.5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis697.png,Visual.ly,I,Area,Top-(off)left,3,1,n,2,y,y,63.83,4.59,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis708.png,Visual.ly,I,Table,Center,3,1,y,3,y,n,73.26,7.07,93.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis729.png,Visual.ly,I,Area,Top-left,3,1,n,2,y,n,61.8,1.94,93.75,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis734.png,Visual.ly,I,Grid / Matrix,Top,3,2,n,1,n,n,73.49,9.28,88.24,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis768.png,Visual.ly,I,Points,Top-center,2,2,n,2,n,n,34.48,0,87.5,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis826.png,Visual.ly,I,Diagrams,Top-center,2,1,n,2,y,y,76.14,13.27,92.86,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis831.png,Visual.ly,I,Area,Top-right,3,1,n,2,y,n,70.97,0,94.12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis850.png,Visual.ly,I,Table,Top,2,1,n,1,y,n,62.35,2.2,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis853.png,Visual.ly,I,Maps,Top,3,2,n,2,y,n,66.67,10.31,75,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis859.png,Visual.ly,I,Diagrams,(off)Center-(off)left,2,1,n,2,y,y,70.33,7.92,94.74,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis87.png,Visual.ly,I,Maps,Top-left,1,2,n,1,y,n,38.2,4.12,78.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vis881.png,Visual.ly,I,Diagrams,Top-left,2,3,n,2,y,n,62.07,5,100,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost108.png,Visual.ly,I,Bars,Top-(off)left,3,3,n,2,y,n,65.43,3.23,91.67,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost132.png,Visual.ly,I,Points,Top-left,3,3,n,3,y,n,59.34,18.1,82.35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost143.png,Visual.ly,I,Bars,Top-left,3,2,n,1,y,y,43.04,8.51,88.24,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost147.png,Visual.ly,I,Maps,none,3,2,n,2,y,n,77.01,13,100,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost187.png,Visual.ly,I,Points,Top-left,1,3,n,1,n,n,64.13,9.8,100,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost190.png,Visual.ly,I,Points,Top-left,3,3,n,3,y,y,47.13,3.85,87.5,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost215.png,Visual.ly,I,Diagrams,Top-left,3,3,n,3,y,y,80.68,3.96,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost217.png,Visual.ly,I,Table,Top-left,3,2,n,1,y,n,76.47,2.11,100,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost227.png,Visual.ly,I,Table,Top,2,3,n,3,y,y,78.31,0,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost232.png,Visual.ly,I,Table,Top-center,2,3,n,2,y,y,75.86,15.53,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost240.png,Visual.ly,I,Trees and Networks,Top-left,2,3,n,2,n,n,54.65,10.64,86.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost244.png,Visual.ly,I,Diagrams,Top-center,3,3,n,3,y,y,56.98,4.21,88.89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost248.png,Visual.ly,I,Table,Top,2,3,n,3,y,n,51.04,11.88,75,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost255.png,Visual.ly,I,Diagrams,Top,2,2,n,1,y,n,55.21,6.86,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost261.png,Visual.ly,I,Table,Top-center,2,2,n,1,y,n,45.12,3.3,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost267.png,Visual.ly,I,Diagrams,Top-left,2,2,n,2,y,n,62.77,18.27,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost271.png,Visual.ly,I,Maps,Left (vertical),3,3,n,3,y,n,46.67,5.83,88.24,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost274.png,Visual.ly,I,Bars,Top-right,3,3,n,3,y,n,64.44,5.15,93.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost282.png,Visual.ly,I,Circles,Top-(off)left,3,3,n,2,n,n,80,8.24,100,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost357.png,Visual.ly,I,Circles,Top-center,3,3,n,3,y,y,49.45,5.15,76.47,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost362.png,Visual.ly,I,Diagrams,Top,2,2,n,1,n,n,80.23,19.59,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost374.png,Visual.ly,I,Maps,Top-left,3,3,n,3,y,n,51.76,8.33,94.12,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost376.png,Visual.ly,I,Circles,Upper-bottom-left,3,3,n,3,y,n,65.91,11,94.12,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost378.png,Visual.ly,I,Table,Off-top-center,2,3,n,2,y,y,65.26,5.56,94.74,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost387.png,Visual.ly,I,Table,Top,2,3,n,1,y,y,78.82,10.53,100,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost420.png,Visual.ly,I,Circles,Top-left,3,3,n,2,y,n,70.13,12.22,88.89,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost451.png,Visual.ly,I,Table,Top-left,3,3,n,2,y,n,83.33,16.48,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost456.png,Visual.ly,I,Diagrams,Top-center,3,2,n,2,y,y,61.9,9.78,92.86,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost468.png,Visual.ly,I,Grid / Matrix,Top-center,2,3,n,3,n,n,53.01,3.12,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost496.png,Visual.ly,I,Maps,Top,3,3,n,3,y,n,38.64,10.89,93.75,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost505.png,Visual.ly,I,Points,Top-left,1,3,n,1,n,n,60.92,8.16,78.57,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost52.png,Visual.ly,I,Diagrams,Top-center,3,3,n,3,y,y,57.61,12.26,100,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost523.png,Visual.ly,I,Maps,Top-left,1,1,n,2,y,n,87.21,7.37,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost526.png,Visual.ly,I,Table,Top-left,3,3,n,3,y,y,70.45,2.06,94.74,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost537.png,Visual.ly,I,Trees and Networks,Top-left,2,3,n,3,y,y,68.89,11.11,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost54.png,Visual.ly,I,Bars,Top-left,3,2,n,3,y,n,72.94,3.96,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost545.png,Visual.ly,I,Table,Top-left,2,1,n,2,y,n,73.63,7.69,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost55.png,Visual.ly,I,Bars,Top-right,3,3,n,2,y,n,65.06,1.05,100,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost575.png,Visual.ly,I,Points,Top-left,3,2,n,2,n,n,60.23,4.12,86.67,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost601.png,Visual.ly,I,Lines,Top-center,2,2,n,2,n,n,60.67,6,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost623.png,Visual.ly,I,Table,Top-center,3,3,n,2,y,y,77.17,6.8,100,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost635.png,Visual.ly,I,Maps,Top-left,2,1,n,1,y,n,66.29,5.94,95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost645.png,Visual.ly,I,Table,Top-left,2,1,n,1,y,y,43.96,7.29,58.82,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost657.png,Visual.ly,I,Table,Top,3,3,n,3,n,n,61.63,6.32,94.44,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost673.png,Visual.ly,I,Diagrams,Top-center,1,1,n,2,y,n,73.17,1.05,94.12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost705.png,Visual.ly,I,Table,Top-left,2,3,n,1,y,n,71.11,3.03,100,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost735.png,Visual.ly,I,Table,Top-center (curved),3,2,n,2,y,n,56.32,4.9,80,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost745.png,Visual.ly,I,Bars,Top-center,3,2,n,2,y,n,77.78,0.96,100,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost755.png,Visual.ly,I,Table,Top-center,2,2,n,3,y,y,38.82,2.22,63.16,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost758.png,Visual.ly,I,Table,Top,2,1,n,3,y,n,71.43,8.08,94.74,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost77.png,Visual.ly,I,Trees and Networks,Center,3,3,n,3,y,y,74.44,11.11,94.12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost82.png,Visual.ly,I,Diagrams,Bottom-center,2,3,n,1,y,n,68.18,1.92,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost83.png,Visual.ly,I,Grid / Matrix,Top,1,2,n,1,n,n,70,0.94,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost92.png,Visual.ly,I,Lines,Top-left,2,2,n,1,y,n,67.03,7,89.47,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
visMost93.png,Visual.ly,I,Diagrams,Top-left,3,3,n,3,n,n,77.27,16.67,85,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB03_1.png,World Health Organization,G,Bars,Top-center,2,1,n,1,n,n,50.57,14.29,71.43,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB05_1.png,World Health Organization,G,Area,Top,2,1,n,1,n,n,48.89,8,78.57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB13_2.png,World Health Organization,G,Circles,Top,3,3,n,3,n,n,30.38,11.58,66.67,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB15_1.png,World Health Organization,G,Bars,Top-center,2,3,n,2,n,n,57.95,31.96,85.71,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB19_1.png,World Health Organization,G,Points,Top-center,1,3,n,1,n,n,46.59,11,70.59,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB20_1.png,World Health Organization,G,Bars,Top-center,2,3,n,2,n,n,54.02,25.51,68.75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB22_1.png,World Health Organization,G,Table,Top,2,1,n,1,n,n,44.83,26.88,66.67,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB24_1.png,World Health Organization,G,Distribution,Top-center,1,1,n,1,n,n,30.59,5.05,58.82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB25_2.png,World Health Organization,G,Lines,Top-center,1,2,n,2,n,n,61.63,32.32,82.35,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoB32_1.png,World Health Organization,G,Bars,Top-center,2,1,n,1,n,n,43.82,19.23,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI11_1.png,World Health Organization,G,Bars,Top-center,3,1,y,2,n,n,77.91,39.39,88.89,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI11_2.png,World Health Organization,G,Bars,Top-center,1,1,y,2,n,n,47.31,6,87.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI12_2.png,World Health Organization,G,Bars,Top-center,3,1,y,2,n,n,78.02,32.32,92.31,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI14.png,World Health Organization,G,Table,Top-left,1,1,y,1,n,n,36.67,17.65,87.5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI19.png,World Health Organization,G,Lines,Top-center/right,2,1,y,1,n,n,34.38,4.95,58.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoI22.png,World Health Organization,G,Bars,Bottom,2,1,y,1,n,n,37.08,0,33.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ15_1.png,World Health Organization,G,Bars,Top,1,1,n,2,n,n,37.08,16.16,27.78,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ15_2.png,World Health Organization,G,Table,Top,2,1,n,1,n,n,32.1,9.89,26.67,0,1,0,,,,,,,,,,,,,(Table,"3.4)."",Top,2,1,n,1,n,n,32.10,9.89,26.67,0,1,0",,,,,,,,,,,,,,,,
whoJ23.png,World Health Organization,G,Circles,Bottom,1,2,n,1,n,n,28.09,16.67,28.57,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ32.png,World Health Organization,G,Bars,Bottom,1,2,n,1,n,n,35.96,17.17,77.78,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ33.png,World Health Organization,G,Lines,Bottom,1,2,n,1,n,n,45.78,25.77,82.35,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ36_1.png,World Health Organization,G,Bars,Top-left,1,1,n,1,n,n,25.88,9.38,31.58,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ36_2.png,World Health Organization,G,Lines,Bottom,1,2,n,2,n,n,35.8,15.56,50,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ40_1.png,World Health Organization,G,Bars,Upper-bottom,2,2,n,1,n,n,28.4,5.21,52.94,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ40_2.png,World Health Organization,G,Circles,Top,1,2,n,1,n,n,43.01,8.74,58.82,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ43_2.png,World Health Organization,G,Table,Top-left,1,1,n,1,n,n,38.3,20,60,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ44.png,World Health Organization,G,Lines,Top,1,1,n,1,n,n,23.81,14.43,31.25,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoJ48_2.png,World Health Organization,G,Maps,Top-left,2,2,n,2,y,n,51.11,27.37,33.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK04_2.png,World Health Organization,G,Bars,Top,2,1,n,1,n,n,38.27,8.51,55.56,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK06_2.png,World Health Organization,G,Circles,Top,2,3,n,1,n,n,53.41,23,83.33,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK07_2.png,World Health Organization,G,Table,Top-left,1,1,y,1,n,n,30.68,25.49,44.44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK08.png,World Health Organization,G,Table,Bottom,1,1,y,1,n,n,46.07,12.12,66.67,0,0,0,,,,,,,,,,,,,improved,drinking,water,sources,since,"1995"",Bottom,1,1,y,1,n,n,46.07,12.12,66.67,0,0,0",,,,,,,,,,,,
whoK12_2.png,World Health Organization,G,Maps,Top-left,1,2,n,1,y,n,57.78,36.17,81.25,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK17_1.png,World Health Organization,G,Bars,Top-left,2,1,n,1,n,n,30.43,7,58.82,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK19_1.png,World Health Organization,G,Bars,Top-left,2,2,n,2,n,n,71.59,19.23,94.74,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK23_2.png,World Health Organization,G,Bars,Top,3,2,n,2,n,n,70.79,38.95,100,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoK31.png,World Health Organization,G,Maps,none,1,3,n,1,y,n,55.95,26.47,94.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL03.png,World Health Organization,G,Table,Top,1,1,n,1,n,n,35.71,1.03,73.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL06.png,World Health Organization,G,Bars,Bottom,2,1,n,1,n,n,30.12,11.22,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL09.png,World Health Organization,G,Circles,Bottom-center,2,1,y,2,n,n,48.86,2.04,89.47,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL10.png,World Health Organization,G,Diagrams,Bottom,2,2,n,1,n,n,34.15,2.97,78.95,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL11.png,World Health Organization,G,Maps,Bottom,2,2,n,1,y,n,79.49,6.67,85,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL12.png,World Health Organization,G,Diagrams,Bottom-center,2,2,n,1,n,n,36.78,3.06,83.33,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoL14.png,World Health Organization,G,Diagrams,Upper-bottom center,1,3,n,1,n,n,68.97,10,88.24,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoM05.png,World Health Organization,G,Table,none,1,1,y,1,n,n,43.68,12.87,86.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN05.png,World Health Organization,G,Lines,Top,2,3,n,1,n,n,31.52,17,78.57,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN08.png,World Health Organization,G,Table,Top,2,2,n,2,n,n,28.41,8.6,57.14,0,0,0,,,,,,,,,,,,,(based,on,the,data,from,"GSHS)a"",Top,2,2,n,2,n,n,28.41,8.60,57.14,0,0,0",,,,,,,,,,,,
whoN10.png,World Health Organization,G,Table,Top-left,2,2,n,2,n,n,31.76,15.46,72.22,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN16_1.png,World Health Organization,G,Bars,Top,1,1,n,1,n,n,40.48,25.25,84.21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN18.png,World Health Organization,G,Table,Top,2,2,n,2,n,n,40.23,29.9,68.75,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whoN21_1.png,World Health Organization,G,Bars,Top,2,2,n,1,n,n,42.86,20.2,66.67,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
